Reference,PPI,PPCT,PPCT2,ANCOVA,Naive (ML only),lambda,rho,pred_bias
1.5820366299945652,1.7278384767934727,1.7498080753839338,1.7498217337688748,1.7489883978881604,-13.215078216154303,1.1506812092768781,0.48775909366611475,14.955145208769304
1.5109403941715132,1.909744433276116,2.0395302814631595,2.038326641250381,2.0428021293905223,-13.110633776868099,1.3254376472175138,0.4859517472592616,14.949176326945416
1.784305247159971,2.133122389861762,2.17805719471424,2.1796700637133593,2.1817578489195912,-13.165840569775046,1.128820517548055,0.49316911256248325,15.055225516765823
1.900057210582108,1.902781015175791,1.9024423487515674,1.9024838552413224,1.9024489291257303,-13.092406964257748,0.8756641996238826,0.4487773634735169,14.98263738650337
2.3986238092808048,2.5841272793586896,2.5586060998277933,2.5585869857710812,2.5586254621868605,-13.27432526703728,0.8624220909712297,0.3834241614691868,15.335548040535318
2.216398648169026,2.176545217425329,2.182088732584192,2.18233938075703,2.181755122240474,-12.84726202538872,0.8609024353633904,0.4334464667178127,15.02197625700092
2.032954522061534,1.953807103363117,1.9558445622883212,1.9562363159889076,1.9552522654460587,-12.7248196499887,0.9742574178828582,0.49635407721218894,14.711452462796496
1.7668126507899875,1.7270910970290139,1.7274515029732977,1.727323420055955,1.7275650973777537,-12.923799737421996,0.9909266906714554,0.47683489857291095,14.72024775414793
1.4320981691355803,1.7252210194376316,1.7121466672073242,1.7112698268115376,1.714572828909993,-13.499015798180553,0.9553963390543088,0.454345246294444,15.185920795832715
2.301347277218041,2.032739384909179,1.986712478762494,1.9921206961422333,1.9896256111172197,-13.22980676354878,1.171353513670255,0.43832350457314884,15.392573846826883
1.9653189825988167,2.011913040784186,2.0007931420766703,2.000756704063619,2.0012051995413382,-13.17439721000591,0.7613451341096608,0.3851015778007972,15.275093595250075
1.4842479061528342,1.7121582724062012,1.671816685818364,1.674705530985342,1.671970995052194,-13.20765310100858,0.8229936301230409,0.40170209449145766,14.689192596781654
1.9253989677040375,1.8992012427742286,1.9019809922088877,1.902063154506017,1.9019488279082908,-12.94184253912862,0.8938934796014947,0.29543975601552686,14.948909847759888
1.6429003909928108,1.8654076199383725,1.809484086350384,1.8094163775812837,1.8094019602300373,-12.869943249427266,0.748666441746618,0.421800685442003,14.843438416793663
1.9980428270510768,1.9899264849605518,1.9922480253351165,1.9922515859270593,1.9922339120636674,-13.041864370132208,0.7139671604927701,0.41432744450882614,14.815262160535921
1.8672412299264625,1.8511661774278243,1.8510603140249866,1.8515203599771684,1.850868894898745,-13.082217669307369,1.0065855712040082,0.45605068539807997,14.788726198409464
2.8106905592027784,2.637941949336726,2.651666813573222,2.651341110459511,2.651571262158814,-12.561137285437058,0.9205500741966107,0.4255995447216544,14.992717804513655
1.5161061717393456,1.4859880014322269,1.4768123454030213,1.4763015281730516,1.4770110633969602,-13.255038676011742,1.3046551611748238,0.4497186707464927,15.088246369968367
2.0030555224915183,1.8855052562977708,1.9007122892386226,1.9002875175311447,1.900652576630512,-12.71889518701737,0.8706337855859229,0.41773706884275713,14.774081485324773
2.231408336969008,2.4240798513095747,2.4384938779055627,2.4383271742276142,2.438660817347378,-13.101149444886465,1.0748114045053387,0.39459591982054953,15.24441870643556
2.3110561552766153,2.1903527287336573,2.183488268189227,2.1834258539076288,2.1832058687776925,-12.706614925524025,1.0568704695552897,0.4584532005533403,14.901576901398615
